IdProducto	DescProducto	Conjunto	Familia
@2518597	PULSANTE TIMBRE ANT	PLACAS ARMADAS COLOR	ELECTRICIDAD
@2545802	IO RELOJ VIVITAR INTELIG BLCO	REALIDAD VIRTUAL	CASA INTELIGENTE
@2510057	FOCO PH AHO ESP 12W E27 LF	AHORRADORES MINI ESPIRALES	ILUMINACION Y VENTILADORES
@2585057	COMBO PUERTA SINFONIA 80CM	PUERTA LISTA INT MOLDEADAS SIN ACABAR	PUERTAS/VENTANAS/MOLDURAS
@2263785	COLG COCINA YOYO 1L E27 CB	COLGANTES TULIPA ABIERTA	ILUMINACION Y VENTILADORES
@155853	LLAVE COMBINADA 13MM ST	LLAVES	HERRAMIENTAS Y MAQUINARIAS
@2264420	APLIQUE EXTERIOR OVAL BLANCO	APLIQUES	ILUMINACION Y VENTILADORES
@1058576	ACEITE HELIX ULTRA 5W40 X 1 LT.	ACEITES	ACCESORIOS AUTOMOVILES
@2392593	SBL CORT ENR B/OUT PAIS160X165	ENROLLABLES TELA	DECORACION
@2508826	PR COJIN 43X43BOTANICO BLANCO	RELLENOS DE COJIN	DECORACION
@2631709	ADAPTADOR USB C-MICRO USB	ACCESORIOS CELULARES	CASA INTELIGENTE
@2597543	CAMA IGLU TM ESCOCES TURQ/ ROS	CAMAS Y COLCHONETAS PERROS	JARDIN
@2457490	ESCRIT CAJONERA 140X60X75BL	ESCRITORIOS MADERA	MUEBLES
@1574752	BAMBUSA 152 CM.	PLANTAS	JARDIN
@2577542	JUGUETE HUESO PUAS 16CM 3ASS	JUGUETES PERROS	JARDIN
@2436132	DISPENSADOR RESINA TEJIDO.	ACCESORIOS DE BANO PLASTICOS	DECORACION
@2505312	SILLON RECLINABL SAN FRANCISCO	POLTRONAS /SILLONES / RECLINABLES	MUEBLES
@2079887	LATEX DURALATEX PROFUNDO 1GL	TINTOMETRIA LATEX/VINILOS INTERIOR ESTANDAR	PINTURA Y ACCESORIOS
@2585472	DOG CHOW ADUL RAZA MED&GRA 3KG	COMIDA SECA ADULTOS	JARDIN
@2272466	SEN VIN 20X30 USE BOTAS	SENALES/SENALIZADORES	FERRETERIA
@2264293	FAROL 2055	FAROLES DE PARED	ILUMINACION Y VENTILADORES
@2047365	SBL DESARMADOR RATCHET 23PZ   	RATCHETS	HERRAMIENTAS Y MAQUINARIAS
@2523388	PR MAC TARRACOTA VER OLIV-M	MACETEROS ARCILLA	JARDIN
@2368889	ALMOHADA NOTEX UNITARIA ENROLL	ALM RELLENO SINTETICO	DECORACION
@2593432	GRILL PANINI IG2923	SANDWICHERAS	LINEA BLANCA Y CLIMATIZACION
@2000784	SILLA PLEGABLE 183X28CM	SILLAS Y PISOS	AIRE LIBRE
@197601X	JGO SAB ESTAMP MICROF QUEEN	SABANAS ESTAMPADAS MICROFIBRA/POLIESTER 2.5 PLAZA/	DECORACION
@1712837	ALF CONRAD SHAGROJO 133X200	ALFOMBRAS / TAPETES HEAT SET	DECORACION
@2627450	DESH REPUESTO 2 X 400G	ABSORBENTES HUMEDAD	ASEO
@259417X	INTERRUPTOR DOBLE	PLACAS ARMADAS BLANCAS	ELECTRICIDAD
@100882X	LICUA VV IMACO BL888 350W VID	LICUADORAS VASO DE VIDRIO	LINEA BLANCA Y CLIMATIZACION
@1409611	BATERIA CAPSA 13API.13PLC.12V	BATERIAS  30-35 amp	ACCESORIOS AUTOMOVILES
@3205061	30523 VILLAIN 2	OTROS JUEGOS	AIRE LIBRE
@1198068	FRAG CHEMA 1KG GUINDA.	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@1242849	TIR ZAM COSTER ACER 128MM	 TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@2181681	FLOR ARTIF 26851	PLANTAS	JARDIN
@2001128	CORTE INTERIOR 50CM	INST DECKING B3	MADERA Y TABLEROS
@2257459	LAMP CLG 3L TULIPAN BCE ANT CB	COLGANTES NIQUEL	ILUMINACION Y VENTILADORES
@1510649	TELEMETRO LASER DLE 40 BOSCH	MEDICION CON LASER	HERRAMIENTAS Y MAQUINARIAS
@171115	AUT HEX/ARAND NEOP 12X2 4UN.	ROSCALATAS	FERRETERIA
@2666421	LAV EMP 1P S/E BE4040 43.5X43	LAVAPLATOS/PIAS/TARJAS EMPOTRADOS SIMPLES	BANOS Y COCINAS
@184072X	CER SL 45X45 MA2.08 AMORE AZUL CERAMICA EXTERIOR	 RUSTICO Y RUSTICO DECORADO	PISOS
@2457636	IO SILLA TULUM FUCSIA	SILLAS Y SILLONES PC	MUEBLES
@2470284	SETX18 ACC PARRILLA C/CAJA ALU	ACCESORIOS DE PARRILLA PARA COCINAR	AIRE LIBRE
@1356224	KIT DE EMPAQUES P/PICOS LAVAD.	REPUESTO/REFACCIONES DE GASFITERIA	PLOMERIA / GASFITERIA
@2513021	PERILLA 20MM NIQ MAT GN04	TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@2397854	BANDEJA PORCELANA P/PARRILLA	ACCESORIOS Y REPUESTOS BBQ	AIRE LIBRE
@2542110	MESA RED NEGRA C/VIDRIO 80CM	MESAS	AIRE LIBRE
@2060574	TUBO PVC-P 1/2 X1.0MT C/R PV	TUBOS PVC HIDRAULICO	PLOMERIA / GASFITERIA
@1359959	GABINETE MDF 1P6C 60X58X1.	GABINETES/BOTIQUINES PLÁSTICOS	BANOS Y COCINAS
@339474	GUANTE MASTER NIT ANT AZUL T M	GUANTES SINTETICOS	FERRETERIA
@1741608	JGO DUCHA CR 1.75M 2 FUN ANT	TELEDUCHAS/DUCHADORES/MANERALES/REGADERA TELEFONO	BANOS Y COCINAS
@1114468	CODO 1X90 S/P.	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@1718177	SBL MONOMANDO COCINA C/DUCHITA	MONOBLOCK LAVAPLATOS/TARJA MUEBLE	BANOS Y COCINAS
@1212443	INTERRUPTOR SIMPLE LIFE MF.	PLACAS ARMADAS COLOR	ELECTRICIDAD
@276928	CORDON VULCANIZ  3X14AWG X100M.	POR ROLLO	ELECTRICIDAD
@13765	BROCA METAL 1.0MM X2U BAUKER	BROCA PARA METAL	HERRAMIENTAS Y MAQUINARIAS
@2085763	JGO COMEDOR 6PZS SLING ROJO	JUEGOS DE COMEDOR	AIRE LIBRE
@4492X	GUANTE DESCARNE C/LONA REFORZA	GUANTES DE CUERO	FERRETERIA
@242424X	QUEMADOR 400 /SOPORTE 3 PATAS	PLANCHAS Y PAELLEROS	AIRE LIBRE
@2453878	ZOC BOL 7OX12X2.40MT MAT3	GUARDAESCOBAS (GUARDAPOLVO) - ZOCALOS	PISOS
@191167	TOMA UNIV 4 SALIDAS 10A-220V	PARED	ELECTRICIDAD
@1486586	MOCHILA RUCKSACK 55L CONFORT	MOCHILAS/MORRALES DE CAMPING	AIRE LIBRE
@2465299	O-IO PORTAHUEVOS P/REFRIGE	CONSERVADORES GRANEL	MENAJE
@1885685	EQUIPO ENTEL PLAN PREPAGO 25	ACTIVACION	CASA INTELIGENTE
@1751859	VARA TINTE ROBLE DORADO 237ML	TINTES	PINTURA Y ACCESORIOS
@166413	TORN TURBO SCREW 5X3/4 12UN.	TORNILLOS SOBERBIOS Y PERNOS UNION	FERRETERIA
@190454	TOMA VISIBLE IND ROJO 16A 3P+T	TOMA VOLANTE INDUSTRIAL	ELECTRICIDAD
@1406590	HORPONEX X 20 GR.	FERTILIZANTES ARBOLES ARBUSTOS	JARDIN
@1865528	CODO PVC 1 X 90 UR	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2880245	PLAFON ARO SILVER IP65 20W LB	PLAFONES REDONDOS LED INTEGRADO	ILUMINACION Y VENTILADORES
@2575663	MULTICAPAS MICKEY 4020	AUTOADHESIVOS DE LICENCIAS	DECORACION
@1413759	S.BOLT 1/8X1 1/2YTCAYARAND 15U	ROSCALATAS	FERRETERIA
@2658011	CORTINA MOSTAZA 140X225 OSLO	CORTINA TELA HOGAR	DECORACION
@2492237	FUNDA 50X70 100ALGODON ECRU	FALDONES / RODAPIE	DECORACION
@2111942	SBL BOTA OPAL T41	ZAPATOS CUERO CON PROTECCION	FERRETERIA
@2046970	MB BASE 35X85X52.5 1P BCO	MUEBLES DE COCINA RTA BASE	BANOS Y COCINAS
@203834X	BOLSO HERRAMIENTAS 16.	ORGANIZADOR	HERRAMIENTAS Y MAQUINARIAS
@1585460	BROCHA GEL OVAL 1	BROCHAS CERDA SINTETICA	PINTURA Y ACCESORIOS
@1033433	"FRESA RANURA RECTA 3/ 4""HM.2F."	PUNTA PARA FRESADORA	HERRAMIENTAS Y MAQUINARIAS
@1397060	LIMPIAPISO LAMINAD 4L GAL BONA	QUIMICOS PISOS MADERA LAMINADA	ASEO
@2510081	FOCO PH AHO ESP 20W E27 LC	AHORRADORES MINI ESPIRALES	ILUMINACION Y VENTILADORES
@170382X	O-TAB NORDEX 3MMXM2	TABLEROS DIMENSIONADOS POR M2 OTROS	MADERA Y TABLEROS
@1687212	LAMP DE MESA CRISTAL HONG	MESA CRISTAL	ILUMINACION Y VENTILADORES
@2087804	UNION 3/4 CR	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2259931	LAMP MESA CERAM QUAD E27 AZ CB	MESA CERAMICA	ILUMINACION Y VENTILADORES
@2226944	TORNIL MAD ASTER 4X20 1000U	TORNILLOS SOBERBIOS Y PERNOS UNION	FERRETERIA
@1686364	PE GRAN VERDE UBATUBA 1 M	LAMINADOS Y POSTFORMADOS	BANOS Y COCINAS
@2627019	PR INDIVIDUAL 45X33CM MANDALA	INDIVIDUALES TELA Y FIBRA	MENAJE
@1632930	BARRA MAD CH 28 2.5	TENSORES	DECORACION
@2907801	SBL MICROFIBRA SIEMPRE NUEVOX4	OTROS UNTENSILIOS DE LIMPIEZA EXTERIOR	ACCESORIOS AUTOMOVILES
@2369923	CABLE GPT 16 AWG ROJO X100M	CABLES ESPECIALES	ELECTRICIDAD
@2289237	BOTELLA DE ALUMINIO	MENAJE INFANTIL	MENAJE
@2066440	TOMA TELEFONICA RJ11 CLIO BL	PLACAS ARMADAS BLANCAS	ELECTRICIDAD
@189269X	PASTA MURAL TOPEX 4L	PASTA MURO/ENDUIDO/ESTUCO/MASSA INTERIOR EXTERIOR	PINTURA Y ACCESORIOS
@2856336	DESINST. APARATOS SANITARIOS	INST SANITARIOS	BANOS Y COCINAS
@1754521	RELE TERMICO MT DE 9 - 13 A	OTROS	ELECTRICIDAD
@1379356	NIPLE HEX 1/2X1 1/2 CRO	FITTINGS / CONEXIONES BRONCE 1/2	PLOMERIA / GASFITERIA
@346497	PALMERA BAMBU.	PALMERAS	JARDIN
@2492695	PORTA ZAPAT10 CASILLA NOTEX RO	ORGANIZACION TELA	ORGANIZACIÓN
@2085461	SET CAMA VILLANO FAV 1.5 PLZ	CUBRECAMAS DE LICENCIAS	DECORACION
@1729535	ARANDELA PRESION ZINC 5/8 2U	TUERCAS	FERRETERIA
@270918X	SET DE 13 BROCAS POINTTEQ	BROCA EN SETS Y/O KIT	HERRAMIENTAS Y MAQUINARIAS
@1512277	INTERRUPTOR JUNGLA	AUTOADHESIVOS DECORATIVOS	DECORACION
@1591657	MACETA PALMETO NRO3 C/ BASE.	MACETEROS PLASTICOS	JARDIN
@2232669	MACETA 22.9CM EGG MAMBA	MACETEROS PLASTICOS	JARDIN
@162220X	O-MAC RATAN CHO RED AL 46X46X1	MACETEROS DE RATAN	JARDIN
@2015382	O-ALACENA ROSA BLANCA	MUEBLES ALACENAS Y GABINETES	BANOS Y COCINAS
@1214721	O-MACET MOSAIC NAR2123Y 23X16	MACETEROS CERAMICA	JARDIN
@238650X	PINO BERRIES 210CM 829 TIPS	ARBOLES SIN LUCES	TEMPORADA
@3013502	SOP.DOBLE MURO NICKEL 19/28MM.	SOPORTES	DECORACION
@2622785	LG FULL HD 49 SMART 49LJ5500	TELEVISORES FHD	LINEA BLANCA Y CLIMATIZACION
@2025582	MODULAR KANTU AGUANO 20X20	LISTELOS BANOS	PISOS
@132969	BASURERO PEDAL 30 LT BLANCO .	CONTENEDORES DOMESTICOS PLASTICOS	ASEO
@2643162	SBL TAPER CUAD 590ML LADY BUG	MENAJE INFANTIL	MENAJE
@1835076	GAMA 110/COLOR - 25 ML	TEXTURAS Y  ESTUCOS	PINTURA Y ACCESORIOS
@1984667	"REDUCC.1 1/2"" X 3/4"" AGUA T/E"	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@381306	LANTANA AMARILLA 0.10M.	CUBRESUELOS	JARDIN
@2326981	SBL ESPONJA LIS N100 E/FAJ SLEEVED MARR	OTRAS LIJAS	PINTURA Y ACCESORIOS
@1404849	LINER BLANCO 178X180 CMS.	CORTINAS DE BANO PVC	DECORACION
@1593552	CERR MAN S-RECTA BANO ACERO	CERRADURAS MANILLA ACERO INOXIDABLE	FERRETERIA
@2055279	KIT SUPERFICIE RUGOSAS 6 PIEZA	SETS/KITS DE PINTURAS	PINTURA Y ACCESORIOS
@1595229	LENTE 3M SPORT OSCURO 90969	GAFAS/LENTES/ANTEOJOS	FERRETERIA
@1165488	TUBO ALCA URS25 200MM(8)X6M.	TUBOS PVC SANITARIO	PLOMERIA / GASFITERIA
@2625547	CORT ESTAMPADA 150X230 FLORES	CORTINA TELA HOGAR	DECORACION
@2091518	LIMPIAVIDRIOS WV CLASSIC	ENCERADORAS - PULIDORAS - BRILLADORAS	LINEA BLANCA Y CLIMATIZACION
@1238957	TENEDOR MOD 12 FACUSA X3.	CUBIERTOS ACERO INOX GRANEL	MENAJE
@2724111	LLAVE LAVAT.GAL. STANDAR CROM	LLAVES PASO	PLOMERIA / GASFITERIA
@244237X	BROCA HSS-G 1/4 4X43X88MM	 BROCA PARA METAL	HERRAMIENTAS Y MAQUINARIAS
@2503883	CAJITA 4 PRINCESAS ENV 4L	CAJAS INFANTILES	ORGANIZACIÓN
@2117169	MUG KEEP CALM	TAZONES PORCELANA	MENAJE
@1892908	APLIQ EXT 2W LED LF IP54 GRIS	AHORRADORES MINI ESPIRALES	ILUMINACION Y VENTILADORES
@2857197	SBL MICROF 50X50 /PANO YUTE	TRAPEROS/TRAPEADORES	ASEO
@1743449	LATERAL EK 35 ALTO 70 MILAN	MUEBLES RTA COMPLEMENTOS	BANOS Y COCINAS
@1302299	DESAGUE 1 1/4 BR PUSH SIN REB.	DESAGUES/CONTRAS Y CONTRACANASTAS	PLOMERIA / GASFITERIA
@2191563	LIMPIADOR AUTOMATICO P/PÍSCINA	LIMPIADORES DE FONDO Y ACCESORIOS	AIRE LIBRE
@1406558	ECO CLEAN100CC DETERGENT PLANT	FERTILIZANTES FLORES	JARDIN
@1464078	PERNO J C/TUERCA 3/8X4.3/8 1UN.	OTROS ACCESORIOS AMARRES	FERRETERIA
@2656841	LAMP COLG COCINA TRENDY 1L E27	METALICAS 	ILUMINACION Y VENTILADORES
@2652781	FUNDA SHAM BEIGE STD FASHIO	FUNDAS DE ALMOHADA	DECORACION
@2249227	IO PORTALLAVES	PERCHEROS DE PARED METALICOS	ORGANIZACIÓN
@33118X	"ABRAZ.T9/W1 8 -12 (3/8"""")"	ABRAZADERAS	PLOMERIA / GASFITERIA
@2604108	IO LAMINA UTIL HD100PK STNLY	ACCESORIOS Y REPUESTOS CORTANTES	FERRETERIA
@2605457	TALADRO ATOR GSR120 CAM BO	TALADROS INALAMBRICOS PERCUTORES	HERRAMIENTAS Y MAQUINARIAS
@1569813	TOALLERO ARGOLLA STAMPA.	ACCESORIOS CROMADOS TOALLERO ARGOLLA	BANOS Y COCINAS
@2607697	SET DE 30PZ CUADRADA BL FLOR	JGO VAJILLAS 30 PZAS	MENAJE
@2531372	LAMP COLG HARRY 1 LUZ GRIS	COLGANTES RUSTICAS	ILUMINACION Y VENTILADORES
@2277506	FOCO LED GLOBO 9.5-60W LC PH	LED STANDARD (E27/E14)	ILUMINACION Y VENTILADORES
@242715X	IO TAPPER GDS LUNCH BOX	OTROS INFANTIL	MENAJE
@3120244	SBL ESPUM SALVATORE ROSEX750	PROMOCIONES NORMALES	PROMOCIONES - SOPORTE TECNICO
@2523027	JGO SABANA QUEEN RAMAYA CB	SABANAS ESTAMPADAS POLI ALGODON 2.5 PLAZA/QUEEN	DECORACION
@2395002	FRUTI MIX 9UN	FRUTAS DECORATIVAS	JARDIN
@190470	ENCHUFE IND ROJO 32A 3P+T	ENCHUFE/CLAVIJA VOLANTE INDUSTRIAL	ELECTRICIDAD
@2705117	FLOTADOR PIZZA SLICE	FLOTADORES INFLABLES	AIRE LIBRE
@1028995	"SIERRA COPA BI-MET.1-3/8""POWER."	BROCA TIPO COPA	HERRAMIENTAS Y MAQUINARIAS
@477133	PELADOR DE VEGETALES HC.	UTENSILIO PARA CORTAR/PELAR	MENAJE
@2258544	CORT ROMAN B/OUT LINO 150X250	ENROLLABLES TELA	DECORACION
@2145243	JABONERA IMANTD GUIN	JABONERAS	ORGANIZACIÓN
@1648403	BATIDORA B&D SB400 200W.	BATIDORAS ELECTRICAS	LINEA BLANCA Y CLIMATIZACION
@132795X	BROCA BLUEG. T.10.0MM-3/8X8X10	BROCA PARA CONCRETO	HERRAMIENTAS Y MAQUINARIAS
@2500779	PAPELERA 120L RESID PELI BASA	CONTENEDORES INDUSTRIALES MANEJO RESIDUOS Y DESECH	ASEO
@115568	FROTACHO MADERA 13X20.	OTRAS HTAS CONSTRUCCION	HERRAMIENTAS Y MAQUINARIAS
@2632470	BEBETODO BIO LIFE 320 ML	TERMOS LIQUIDO	MENAJE
@2850516	ORQUIDEA NAT PHALAE N14 AM/NAR	PLANTAS CON FLOR	JARDIN
@63274	LIJA MADERA ASA GRANO 220.	LIJA MADERA/MULTIUSO	PINTURA Y ACCESORIOS
@2399504	SILLA SLING TEXT GRIS/TUB GRAF	SILLAS	AIRE LIBRE
@2629283	ESCOFINA MEDIA CANA 8	REBAJAR Y PULIR MADERA	HERRAMIENTAS Y MAQUINARIAS
@2086123	LUZ P/QUITASOL UFO 16 LED	BASES PARA QUITASOLES	AIRE LIBRE
@1498479	BASE P/MACETA CUADRADA 25 CM	PORTAMACETEROS CON RUEDA	JARDIN
@132780	ORGANIZADOR DE DUCHA BLANCO	ORGANIZADORES DUCHA (COLGANTES)	ORGANIZACIÓN
@2640902	LAMP MESA BODRUM 1L E27	MESA CERAMICA	ILUMINACION Y VENTILADORES
@2035413	IO CANASTA GRANDE AZUL C/ ASA	CAJAS Y CANASTOS PLASTICO RIGIDO	ORGANIZACIÓN
@2437341	SB KIT KOLOR MULTISUPERFICIES	SETS/KITS DE PINTURAS	PINTURA Y ACCESORIOS
@1933841	PE COS VIS MU 35X70GLP283/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2454882	MACETA BL COLGANTE CON FLORES	PLANTAS CON FLOR	JARDIN
@124990	TIRADOR BR CLASSIC BR ANT4PULG OTROS TIRADORES	JALADERAS /VINTAGE/VIDRIO/CUERO	FERRETERIA
@1250930	LONCHERA 0.75LT. LUNCHY PACK	LONCHERAS DURAS	MENAJE
@2611104	NP JABON ELITE GLICERINA X1 L	CONSUMIBLES JABONES	ASEO
@1529307	CO LAMPCOLG VERSALLES 1L NAT	COLGANTES MODA	ILUMINACION Y VENTILADORES
@1580280	SBL LAVADERO 1 POZA/ESC 80X50	LAVAPLATOS/PIAS/TARJAS SOBREPONER SIMPLES	BANOS Y COCINAS
@36715X	VALVULA DESVIADORA PVC VA	REPUESTOS/HERRAJES DE WC	PLOMERIA / GASFITERIA
@193743X	PE CM/H 2P60X200X583091/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@1020323	TORN. TECHO 10X2.1/2 CAPUCH 24.	TORNILLOS TECHO	FERRETERIA
@2092360	COLOMURAL TEXTURA 573-3 X 5M2	PAPEL BANO Y COCINA	DECORACION
@3098508	SBL CUADRO MET MK90 6STD	CUADROS	DECORACION
@1349430	CASCO ECONOMIC C/RACHET BLANCO	CASCOS	FERRETERIA
@372587	FRESA PARA GRABAR 1/32	PUNTA PARA FRESADORA	HERRAMIENTAS Y MAQUINARIAS
@321044	FORMADOR D/EMPAQ.ADEX  3H LATA	ADHESIVOS Y LUBRICANTES	PLOMERIA / GASFITERIA
@259934	REFLECTOR HALOG TRIPODE 1X500W	LAMPARAS DE EMERGENCIA	ILUMINACION Y VENTILADORES
@2069350	RAPIDUCHA SILVERSTONE BAS 5500	DUCHAS/REGADERAS INSTANTANEAS RAPIDUCHAS	BANOS Y COCINAS
@1628119	POR ML 60X60 ES1.44 MILAN CHOC	PORCELANATOS LISOS	PISOS
@1839551	PISCINA FAST SET 305 X 76 CM	PISCINAS BORDE INFLABLE	AIRE LIBRE
@1309935	CAJA MADERA AUTORADIO	PARLANTES/BOCINAS	ACCESORIOS AUTOMOVILES
@2276984	SUMID VAIN 2REDON EN ACER INOX	DESAGUES/CONTRAS Y CONTRACANASTAS	PLOMERIA / GASFITERIA
@2279363	PLUMON PLUM 1.5P 165X220 FU	PLUMON/EDREDON LISO 144 HILOS	DECORACION
@154989	FORMON THRIFTY 1/2 ST	REBAJAR Y PULIR MADERA	HERRAMIENTAS Y MAQUINARIAS
@267422X	PLATO VIDRIO PLATEADO REDOND	VAJILLAS Y PIEZA SUELTA VAJILLAS	TEMPORADA
@225622	INTERRUPT T/RIEL 2X16A EASY	BIFASICOS/BIPOLAR	ELECTRICIDAD
@417335	"ESPATULA FLEXIBLE 2""."	ESPATULAS/LLANAS	PINTURA Y ACCESORIOS
@2427613	AFILADOR D/CUCHILLO BLACK/GRAY	ASENTAR Y AFILAR	HERRAMIENTAS Y MAQUINARIAS
@2259516	IO LAMP DE PIE PAPEL BLANCO 1L	PIE NIQUEL	ILUMINACION Y VENTILADORES
@1913956	PE MURAL1P 60X90X353091/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@38563	FOCO VELA CLARA 40W E27.	INCANDESCENTES DECORATIVAS Y ESPECIALES	ILUMINACION Y VENTILADORES
@1458531	LIJADORA EXCENTRICA 5( BAUKER	LIJADORAS ORBITAL	HERRAMIENTAS Y MAQUINARIAS
@1099043	LEVANTADOR CON RODILLO DRYWALL.	HERRAMIENTAS DRYWALL	TABIQUERIA/TECHUMBRE/AISLACION
@2442396	BROCA HSS-G 1/4 6X63X106MM	 BROCA PARA METAL	HERRAMIENTAS Y MAQUINARIAS
@191782X	PE MURA/HORZ 1P/AL/LOG60X35X35PUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@1795279	CLARO PREPAGO 3573	ACTIVACION	CASA INTELIGENTE
@521884	SIRENA ROJA MS-190 220 VAC	TIMBRES ALAMBRICOS	CASA INTELIGENTE
@2458322	BOTELLA ALUMI  500ML FROZEN	TERMOS LIQUIDO	MENAJE
@2040891	LAMP ESCRIT JULIETA E27 VERDE	ESCRITORIO ESCOLAR	ILUMINACION Y VENTILADORES
@1757148	O-MACETA FLORES GLASS ROJA23CM	MACETEROS CERAMICA	JARDIN
@2276666	PTA PLEGABL CASTANO 90CM	PUERTAS CLOSET PLEGABLES	PUERTAS/VENTANAS/MOLDURAS
@235070X	PARR CARBON 18 C-SE BLACK	PARRILLA/ASADOR A CARBON	AIRE LIBRE
@2523078	PR BUDA BL/NG MEDIUM	FIGURAS OTROS MATERIALES	JARDIN
@2255324	CERR EMB PR CLASICA BR ANT IZQ	CERRADURAS DE EMBUTIR BRONCE	FERRETERIA
@2460475	CIF CR LIMON 12X750G	OTROS QUIMICOS PARA EL HOGAR OTROS USOS	ASEO
@1186132	ESP PINT PIZARRA NEGRO 1/4GL.	LATEX/VINILOS ESPECIALIDADES	PINTURA Y ACCESORIOS
@30813	TAPER 2.9 L. BLANCO.	CONSERVADORES GRANEL	MENAJE
@265233	SILLA PLEG BEACH COLORES	SILLAS DE PLAYA	AIRE LIBRE
@2584905	CAFET FILTRO RECCO RCF-CM4277	CAFETERAS ELECTRICAS O DE GOTEO	LINEA BLANCA Y CLIMATIZACION
@2519224	O-PLAT VERONA VERDE 20	PLATOS Y BASES	JARDIN
@153176	CINTA D ADHES MULTI 19MMX33M	GANCHOS AUTOADHESIVOS	FERRETERIA
@208614X	SILLON COLUMPIO 3PERS VERDE	SILLONES COLUMPIOS	AIRE LIBRE
@2638576	JGO SAB ECRU 2 PLZ FASHION	SABANAS LISAS POLI ALGODÓN 2 PLAZA/DOBLE	DECORACION
@2110555	PORTER C/CAM COLR 14PTOS	VIDEO PORTEROS	CASA INTELIGENTE
@2092867	COLOMURAL BIMBALOO 526-1 X 5M2	PAPEL BANO Y COCINA	DECORACION
@2600986	HIDROLAVADORA HD 585 220V 60HZ	HIDROLAVADORAS	HERRAMIENTAS Y MAQUINARIAS
@2497522	POWER JET WAND GILMOUR	PISTOLAS RIEGO	JARDIN
@2296357	SILLA DE CAMPING CANOPY	SILLAS Y PISOS PLEGABLES	AIRE LIBRE
@230855	GRATA CIRC P41Z60 M14 AL.TREZ	GRATA PARA ESMERIL	HERRAMIENTAS Y MAQUINARIAS
@1108506	CERR POMO FIXSER DORM DORADO	CERRADURAS POMO OTROS ACABADOS	FERRETERIA
@217751	INTERRUPT T/RIEL 3X40A TICINO.	TRIFASICOS/TRIPOLAR	ELECTRICIDAD
@1825798	SET ATORNI/RATCHET 31 PZAS RED	BROCA EN SETS Y/O KIT	HERRAMIENTAS Y MAQUINARIAS
@2607441	DIFUSOR 3F CRM BRAZO ACE 15CM	REGADERAS/CABEZALES/PLATO DE DUCHA	 BANOS Y COCINAS
@2430614	IO MARCADOR PERMAN PUNT GRUESA	COMPLEMENTOS DE EMBALAJE	FERRETERIA
@2274760	SBL KIT LAV2P C/E Y GR TEKA BA	LAVAPLATOS/PIAS/TARJAS SOBREPONER DOBLES	BANOS Y COCINAS
@1722271	I-TUBO SAL 2PULG X 1M	TUBOS PVC SANITARIO	PLOMERIA / GASFITERIA
@2578565	ATORNILLADOR DE IMPACTO DEWALT	TALADROS INALAMBRICOS PERCUTORES	HERRAMIENTAS Y MAQUINARIAS
@2482665	SBL SET X 4 COPAS POSTRE	COPAS SETS Y DISPLAY	MENAJE
@2119102	PE KIT BAND MULT CROM 50 CM PLPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2441896	TUB VINILO LAVADORA X3/4X1.5M	FLEXIBLES/MANGUERAS PARA AGUA	PLOMERIA / GASFITERIA
@1668358	COMBO SIERRA DE BANCO MLT100.	BANCO SIERRA DE BANCO	HERRAMIENTAS Y MAQUINARIAS
@503274	CARTUCHO D/RPTO C500.	ACCESORIOS PISCINA	PLOMERIA / GASFITERIA
@2491451	ZAPATERA CABINA 3P 74X25X121.5	ZAPATERAS	MUEBLES
@227129X	COJIN CE BEIGE 45X45 BASICO HC	COJINES DECORATIVOS	AIRE LIBRE
@2240513	GRILL FLEXIBLE CON LED	ACCESORIOS Y REPUESTOS BBQ	AIRE LIBRE
@217743	INTERRUPT T/RIEL 3X32A TICINO.	TRIFASICOS/TRIPOLAR	ELECTRICIDAD
@1820052	RODO JUNTA 2 NEG TAPA BASE X1M	OTROS	PISOS
@2574187	SET 4 ESTACAS DE ZINC	COMPLEMENTOS DE CAMPING	AIRE LIBRE
@2534851	PELOTA INFLABLE FROZEN	FLOTADORES INFLABLES	AIRE LIBRE
@2461838	SACO MOMIA ROJO KLIMBER	BOLSAS DE DORMIR MOMIA	AIRE LIBRE
@2431262	LAMINA MEDIDAS HORNEAR 45X32CM	MOLDES ANTIADHERENTE	MENAJE
@197663X	ALFOMBRA M.FOAM MARIPOSA ROSAD	PISO / TAPETE DE BANO SINTETICOS	DECORACION
